snp-dists 0.6.3	GCA_0101358351	GCA_0101378951	GCA_0101429751	GCA_0101430351	GCA_0101430551	GCA_0101430751	GCA_0101430851	GCA_0101430951	GCA_0101431051	GCA_0101431551	GCA_0101431751	GCA_0101431851	GCA_0101431951	GCA_0101433051	GCA_0101435951	GCA_0101436651	GCA_0101437451	GCA_0101439151	GCA_0101441051	GCA_0101443251	GCA_0101445551	GCA_0101446351	GCA_0101451451	GCA_0101616951	GCA_0101617351	GCA_0101618651	GCA_0101620151	GCA_0101623851	GCA_0101625351	GCA_0101626851	GCA_0101629251	GCA_0101693951	GCA_0101694951	GCA_0101710151	GCA_0101710251	GCA_0101710951	GCA_0101713551	GCA_0101713651	GCA_0101714151	GCA_0101715251	GCA_0101715651	GCA_0101716851	GCA_0101718951	GCA_0101720751	GCA_0101721751	GCA_0101721951	GCA_0101722551	GCA_0101723251	GCA_0101723951	GCA_0101724451	GCA_0101724551	GCA_0101724951	GCA_0101726651	Reference	abfrh	abkuz	abkvm	abkwr	abkxb	acvbk	acvce	acvcn	acvco	acvcp	acvcq	acvcr	acvcu	acvcv	acvcw	acvcx	acvdp	acvdq	acvdr	acvds	acvdt	acvdu	acvdv	acvdw	acvdx	acveg	acvek	acvel	acvem	acvep	acveq	acver	acvev	acvew	acvez	acvgi	acvgl	acvgu	acvgw	acvgz	acvha	acvhb	adptn	adpty	adptz	adpug	adpul	adpum	adpvc	adpvf	adpvg	adpvi	adpvj	adpvl	adpvm	adpvo	adpvp	adpvq	adpvz	adpwe	adpwh	adpwj	adpwm	adpwn	adpwo	adpwp	adpwq	adpws	adpwt	adpwu	adpww	adpwx	adpyl	adpym	adpyn	adpyo	adpyp	adpyq	adpyr	adpys	adpzn	adpzo	adpzp	adpzq	adpzr	adpzs	adpzt	adpzu	adpzv	adpzw	adpzx	adpzy	adpzz	adqbt	adqbu	adqbv	adqbw	adqbx	adqby	adqcp	adqcq	adqcu	adqcv	adqcw	adqcx	adqcy	adqcz	adqda	adqdb	adqdh	adqdi	adqdj	adqdk	adqdl	adqdm	adqdn	adqdo	adqdp	adqdq	adqdr	adqds	adqdt	adqdu	adqdv	adqdw	adqdy	adqer	adqes	adqet	adqeu	adqev	adqew	adqex	adqey	adqez	adqfa	adqfb	adqfc	adqfd	adqfe	adqff	adqfg	adqfh	adqfi	adqib	adqic	adqid	adqie	adqif	adqig	adqih	adqii	adtqb	adtqc	adtqd	adtqe	adtqf	adtqg	adtqi	adtqj	adtqk	adtql	adtqm	adtqn	adtqo	adtqp	adtqq	adtqr	adtqs	adtqt	adtqw	adtqx	adtqy	adtqz	adtra	adtrb	adtrj	adtrk	adtrl	adtrm	adtrn	adtro	adtrp	adtrq	adtrr	adtrs	adtrt	adtru	adtrv	adtrw	adtrx	adtry	adtrz	adtsa	adtsb	adtsc	adtsd	adtsg	adtsh	adtsi	adtsk	adtsl	adtsm	adtsn	adtso	adtss	adtsu	adtsv	adtsw	adtsx	adtsy
GCA_0101445551	4	874	2	5	4	2	2	5	4	5	2	7	4	5	0	7	5	4	5	5	0	6	4	5	1	1	5	6	5	5	5	6	7	5	5	5	4	2	5	9	8	5	7	7	5	5	3	5	5	5	2	4	5	640	627	627	619	637	637	642	627	627	627	627	627	627	627	627	628	627	637	636	636	637	636	636	636	614	637	637	636	637	637	642	644	642	642	644	642	642	643	642	642	639	636	638	623	625	623	628	626	625	641	637	637	637	637	642	643	639	640	641	628	628	637	637	638	638	637	637	638	637	637	637	638	637	641	642	642	641	641	642	641	642	641	641	642	642	641	640	641	642	641	640	641	641	642	637	637	637	637	636	636	637	636	641	643	641	641	640	640	642	639	647	648	649	647	646	646	647	647	647	647	647	647	647	649	649	646	647	649	649	647	647	649	649	647	648	648	647	646	649	649	647	647	646	646	646	660	660	660	659	656	660	660	656	656	657	656	661	659	660	659	659	657	656	657	659	657	658	658	657	661	661	656	656	657	656	656	659	671	672	671	671	672	672	672	673	671	673	672	672	671	671	672	672	672	673	672	644	645	644	645	644	644	645	645	644	644	645	645	644	644	649	646
GCA_0101446351	8	874	8	3	2	6	8	3	2	5	6	5	4	5	6	7	5	8	5	5	6	0	4	5	7	7	5	6	5	5	5	4	7	5	5	3	4	8	5	7	8	5	5	11	1	1	3	5	1	5	8	2	5	640	627	627	619	637	637	642	627	627	627	627	627	627	627	627	628	627	637	636	636	637	636	636	636	614	637	637	636	637	637	642	644	642	642	644	642	642	643	642	642	639	636	638	623	625	623	628	626	625	641	637	637	637	637	642	643	639	640	641	628	628	637	637	638	638	637	637	638	637	637	637	638	637	641	642	642	641	641	642	641	642	641	641	642	642	641	640	641	642	641	640	641	641	642	637	637	637	637	636	636	637	636	641	643	641	641	640	640	642	639	647	648	649	647	646	646	647	647	647	647	647	647	647	649	649	646	647	649	649	647	647	649	649	647	648	648	647	646	649	649	647	647	646	646	646	660	660	660	659	656	660	660	656	656	657	656	661	659	660	659	659	657	656	657	659	657	658	658	657	661	661	656	656	657	656	656	659	671	672	671	671	672	672	672	673	671	673	672	672	671	671	672	672	672	673	672	644	645	644	645	644	644	645	645	644	644	645	645	644	644	649	646
GCA_0101451451	6	872	6	3	2	4	6	3	2	3	4	5	2	1	4	5	1	6	1	1	4	4	0	1	5	5	1	4	1	1	1	4	3	1	3	3	2	6	1	7	4	1	5	9	3	3	1	3	3	1	6	2	3	638	625	625	617	635	635	640	625	625	625	625	625	625	625	625	626	625	635	634	634	635	634	634	634	612	635	635	634	635	635	640	642	640	640	642	640	640	641	640	640	637	634	636	621	623	621	626	624	623	639	635	635	635	635	640	641	637	638	639	626	626	635	635	636	636	635	635	636	635	635	635	636	635	639	640	640	639	639	640	639	640	639	639	640	640	639	638	639	640	639	638	639	639	640	635	635	635	635	634	634	635	634	639	641	639	639	638	638	640	637	645	646	647	645	644	644	645	645	645	645	645	645	645	647	647	644	645	647	647	645	645	647	647	645	646	646	645	644	647	647	645	645	644	644	644	658	658	658	657	654	658	658	654	654	655	654	659	657	658	657	657	655	654	655	657	655	656	656	655	659	659	654	654	655	654	654	657	669	670	669	669	670	670	670	671	669	671	670	670	669	669	670	670	670	671	670	642	643	642	643	642	642	643	643	642	642	643	643	642	642	647	644
GCA_0101616951	7	873	7	4	3	5	7	4	3	4	5	6	3	0	5	6	0	7	2	0	5	5	1	0	6	6	0	5	0	0	0	5	4	0	4	4	3	7	0	8	3	2	6	10	4	4	2	4	4	0	7	3	4	639	626	626	618	636	636	641	626	626	626	626	626	626	626	626	627	626	636	635	635	636	635	635	635	613	636	636	635	636	636	641	643	641	641	643	641	641	642	641	641	638	635	637	622	624	622	627	625	624	640	636	636	636	636	641	642	638	639	640	627	627	636	636	637	637	636	636	637	636	636	636	637	636	640	641	641	640	640	641	640	641	640	640	641	641	640	639	640	641	640	639	640	640	641	636	636	636	636	635	635	636	635	640	642	640	640	639	639	641	638	646	647	648	646	645	645	646	646	646	646	646	646	646	648	648	645	646	648	648	646	646	648	648	646	647	647	646	645	648	648	646	646	645	645	645	659	659	659	658	655	659	659	655	655	656	655	660	658	659	658	658	656	655	656	658	656	657	657	656	660	660	655	655	656	655	655	658	670	671	670	670	671	671	671	672	670	672	671	671	670	670	671	671	671	672	671	643	644	643	644	643	643	644	644	643	643	644	644	643	643	648	645
GCA_0101617351	5	875	1	6	5	3	3	6	5	6	3	8	5	6	1	8	6	5	6	6	1	7	5	6	0	0	6	7	6	6	6	7	8	6	6	6	5	1	6	10	9	6	8	8	6	6	4	6	6	6	1	5	6	641	628	628	620	638	638	643	628	628	628	628	628	628	628	628	629	628	638	637	637	638	637	637	637	615	638	638	637	638	638	643	645	643	643	645	643	643	644	643	643	640	637	639	624	626	624	629	627	626	642	638	638	638	638	643	644	640	641	642	629	629	638	638	639	639	638	638	639	638	638	638	639	638	642	643	643	642	642	643	642	643	642	642	643	643	642	641	642	643	642	641	642	642	643	638	638	638	638	637	637	638	637	642	644	642	642	641	641	643	640	648	649	650	648	647	647	648	648	648	648	648	648	648	650	650	647	648	650	650	648	648	650	650	648	649	649	648	647	650	650	648	648	647	647	647	661	661	661	660	657	661	661	657	657	658	657	662	660	661	660	660	658	657	658	660	658	659	659	658	662	662	657	657	658	657	657	660	672	673	672	672	673	673	673	674	672	674	673	673	672	672	673	673	673	674	673	645	646	645	646	645	645	646	646	645	645	646	646	645	645	650	647
GCA_0101618651	5	875	1	6	5	3	3	6	5	6	3	8	5	6	1	8	6	5	6	6	1	7	5	6	0	0	6	7	6	6	6	7	8	6	6	6	5	1	6	10	9	6	8	8	6	6	4	6	6	6	1	5	6	641	628	628	620	638	638	643	628	628	628	628	628	628	628	628	629	628	638	637	637	638	637	637	637	615	638	638	637	638	638	643	645	643	643	645	643	643	644	643	643	640	637	639	624	626	624	629	627	626	642	638	638	638	638	643	644	640	641	642	629	629	638	638	639	639	638	638	639	638	638	638	639	638	642	643	643	642	642	643	642	643	642	642	643	643	642	641	642	643	642	641	642	642	643	638	638	638	638	637	637	638	637	642	644	642	642	641	641	643	640	648	649	650	648	647	647	648	648	648	648	648	648	648	650	650	647	648	650	650	648	648	650	650	648	649	649	648	647	650	650	648	648	647	647	647	661	661	661	660	657	661	661	657	657	658	657	662	660	661	660	660	658	657	658	660	658	659	659	658	662	662	657	657	658	657	657	660	672	673	672	672	673	673	673	674	672	674	673	673	672	672	673	673	673	674	673	645	646	645	646	645	645	646	646	645	645	646	646	645	645	650	647
GCA_0101620151	7	873	7	4	3	5	7	4	3	4	5	6	3	0	5	6	0	7	2	0	5	5	1	0	6	6	0	5	0	0	0	5	4	0	4	4	3	7	0	8	3	2	6	10	4	4	2	4	4	0	7	3	4	639	626	626	618	636	636	641	626	626	626	626	626	626	626	626	627	626	636	635	635	636	635	635	635	613	636	636	635	636	636	641	643	641	641	643	641	641	642	641	641	638	635	637	622	624	622	627	625	624	640	636	636	636	636	641	642	638	639	640	627	627	636	636	637	637	636	636	637	636	636	636	637	636	640	641	641	640	640	641	640	641	640	640	641	641	640	639	640	641	640	639	640	640	641	636	636	636	636	635	635	636	635	640	642	640	640	639	639	641	638	646	647	648	646	645	645	646	646	646	646	646	646	646	648	648	645	646	648	648	646	646	648	648	646	647	647	646	645	648	648	646	646	645	645	645	659	659	659	658	655	659	659	655	655	656	655	660	658	659	658	658	656	655	656	658	656	657	657	656	660	660	655	655	656	655	655	658	670	671	670	670	671	671	671	672	670	672	671	671	670	670	671	671	671	672	671	643	644	643	644	643	643	644	644	643	643	644	644	643	643	648	645
GCA_0101623851	8	872	8	5	4	6	8	5	4	5	6	7	4	5	6	7	5	8	5	5	6	6	4	5	7	7	5	0	5	5	5	6	7	5	5	5	4	8	5	9	8	5	7	11	5	5	3	5	5	5	8	4	3	638	625	625	617	635	635	640	625	625	625	625	625	625	625	625	626	625	635	634	634	635	634	634	634	612	635	635	634	635	635	640	642	640	640	642	640	640	641	640	640	637	634	636	621	623	621	626	624	623	639	635	635	635	635	640	641	637	638	639	626	626	635	635	636	636	635	635	636	635	635	635	636	635	639	640	640	639	639	640	639	640	639	639	640	640	639	638	639	640	639	638	639	639	640	635	635	635	635	634	634	635	634	639	641	639	639	638	638	640	637	645	646	647	645	644	644	645	645	645	645	645	645	645	647	647	644	645	647	647	645	645	647	647	645	646	646	645	644	647	647	645	645	644	644	644	658	658	658	657	654	658	658	654	654	655	654	659	657	658	657	657	655	654	655	657	655	656	656	655	659	659	654	654	655	654	654	657	669	670	669	669	670	670	670	671	669	671	670	670	669	669	670	670	670	671	670	642	643	642	643	642	642	643	643	642	642	643	643	642	642	647	644
GCA_0101625351	7	873	7	4	3	5	7	4	3	4	5	6	3	0	5	6	0	7	2	0	5	5	1	0	6	6	0	5	0	0	0	5	4	0	4	4	3	7	0	8	3	2	6	10	4	4	2	4	4	0	7	3	4	639	626	626	618	636	636	641	626	626	626	626	626	626	626	626	627	626	636	635	635	636	635	635	635	613	636	636	635	636	636	641	643	641	641	643	641	641	642	641	641	638	635	637	622	624	622	627	625	624	640	636	636	636	636	641	642	638	639	640	627	627	636	636	637	637	636	636	637	636	636	636	637	636	640	641	641	640	640	641	640	641	640	640	641	641	640	639	640	641	640	639	640	640	641	636	636	636	636	635	635	636	635	640	642	640	640	639	639	641	638	646	647	648	646	645	645	646	646	646	646	646	646	646	648	648	645	646	648	648	646	646	648	648	646	647	647	646	645	648	648	646	646	645	645	645	659	659	659	658	655	659	659	655	655	656	655	660	658	659	658	658	656	655	656	658	656	657	657	656	660	660	655	655	656	655	655	658	670	671	670	670	671	671	671	672	670	672	671	671	670	670	671	671	671	672	671	643	644	643	644	643	643	644	644	643	643	644	644	643	643	648	645
GCA_0101626851	7	873	7	4	3	5	7	4	3	4	5	6	3	0	5	6	0	7	2	0	5	5	1	0	6	6	0	5	0	0	0	5	4	0	4	4	3	7	0	8	3	2	6	10	4	4	2	4	4	0	7	3	4	639	626	626	618	636	636	641	626	626	626	626	626	626	626	626	627	626	636	635	635	636	635	635	635	613	636	636	635	636	636	641	643	641	641	643	641	641	642	641	641	638	635	637	622	624	622	627	625	624	640	636	636	636	636	641	642	638	639	640	627	627	636	636	637	637	636	636	637	636	636	636	637	636	640	641	641	640	640	641	640	641	640	640	641	641	640	639	640	641	640	639	640	640	641	636	636	636	636	635	635	636	635	640	642	640	640	639	639	641	638	646	647	648	646	645	645	646	646	646	646	646	646	646	648	648	645	646	648	648	646	646	648	648	646	647	647	646	645	648	648	646	646	645	645	645	659	659	659	658	655	659	659	655	655	656	655	660	658	659	658	658	656	655	656	658	656	657	657	656	660	660	655	655	656	655	655	658	670	671	670	670	671	671	671	672	670	672	671	671	670	670	671	671	671	672	671	643	644	643	644	643	643	644	644	643	643	644	644	643	643	648	645
GCA_0101629251	7	873	7	4	3	5	7	4	3	4	5	6	3	0	5	6	0	7	2	0	5	5	1	0	6	6	0	5	0	0	0	5	4	0	4	4	3	7	0	8	3	2	6	10	4	4	2	4	4	0	7	3	4	639	626	626	618	636	636	641	626	626	626	626	626	626	626	626	627	626	636	635	635	636	635	635	635	613	636	636	635	636	636	641	643	641	641	643	641	641	642	641	641	638	635	637	622	624	622	627	625	624	640	636	636	636	636	641	642	638	639	640	627	627	636	636	637	637	636	636	637	636	636	636	637	636	640	641	641	640	640	641	640	641	640	640	641	641	640	639	640	641	640	639	640	640	641	636	636	636	636	635	635	636	635	640	642	640	640	639	639	641	638	646	647	648	646	645	645	646	646	646	646	646	646	646	648	648	645	646	648	648	646	646	648	648	646	647	647	646	645	648	648	646	646	645	645	645	659	659	659	658	655	659	659	655	655	656	655	660	658	659	658	658	656	655	656	658	656	657	657	656	660	660	655	655	656	655	655	658	670	671	670	670	671	671	671	672	670	672	671	671	670	670	671	671	671	672	671	643	644	643	644	643	643	644	644	643	643	644	644	643	643	648	645
GCA_0101693951	8	874	8	3	2	6	8	3	2	5	6	5	4	5	6	7	5	8	5	5	6	4	4	5	7	7	5	6	5	5	5	0	7	5	5	3	4	8	5	7	8	5	5	11	3	3	3	5	3	5	8	2	5	640	627	627	619	637	637	642	627	627	627	627	627	627	627	627	628	627	637	636	636	637	636	636	636	614	637	637	636	637	637	642	644	642	642	644	642	642	643	642	642	639	636	638	623	625	623	628	626	625	641	637	637	637	637	642	643	639	640	641	628	628	637	637	638	638	637	637	638	637	637	637	638	637	641	642	642	641	641	642	641	642	641	641	642	642	641	640	641	642	641	640	641	641	642	637	637	637	637	636	636	637	636	641	643	641	641	640	640	642	639	647	648	649	647	646	646	647	647	647	647	647	647	647	649	649	646	647	649	649	647	647	649	649	647	648	648	647	646	649	649	647	647	646	646	646	660	660	660	659	656	660	660	656	656	657	656	661	659	660	659	659	657	656	657	659	657	658	658	657	661	661	656	656	657	656	656	659	671	672	671	671	672	672	672	673	671	673	672	672	671	671	672	672	672	673	672	644	645	644	645	644	644	645	645	644	644	645	645	644	644	649	646
GCA_0101694951	9	875	9	6	5	7	9	6	5	6	7	8	5	4	7	8	4	9	4	4	7	7	3	4	8	8	4	7	4	4	4	7	0	4	6	6	5	9	4	10	7	4	8	12	6	6	4	6	6	4	9	5	6	641	628	628	620	638	638	643	628	628	628	628	628	628	628	628	629	628	638	637	637	638	637	637	637	615	638	638	637	638	638	643	645	643	643	645	643	643	644	643	643	640	637	639	624	626	624	629	627	626	642	638	638	638	638	643	644	640	641	642	629	629	638	638	639	639	638	638	639	638	638	638	639	638	642	643	643	642	642	643	642	643	642	642	643	643	642	641	642	643	642	641	642	642	643	638	638	638	638	637	637	638	637	642	644	642	642	641	641	643	640	648	649	650	648	647	647	648	648	648	648	648	648	648	650	650	647	648	650	650	648	648	650	650	648	649	649	648	647	650	650	648	648	647	647	647	661	661	661	660	657	661	661	657	657	658	657	662	660	661	660	660	658	657	658	660	658	659	659	658	662	662	657	657	658	657	657	660	672	673	672	672	673	673	673	674	672	674	673	673	672	672	673	673	673	674	673	645	646	645	646	645	645	646	646	645	645	646	646	645	645	650	647
GCA_0101710151	7	873	7	4	3	5	7	4	3	4	5	6	3	0	5	6	0	7	2	0	5	5	1	0	6	6	0	5	0	0	0	5	4	0	4	4	3	7	0	8	3	2	6	10	4	4	2	4	4	0	7	3	4	639	626	626	618	636	636	641	626	626	626	626	626	626	626	626	627	626	636	635	635	636	635	635	635	613	636	636	635	636	636	641	643	641	641	643	641	641	642	641	641	638	635	637	622	624	622	627	625	624	640	636	636	636	636	641	642	638	639	640	627	627	636	636	637	637	636	636	637	636	636	636	637	636	640	641	641	640	640	641	640	641	640	640	641	641	640	639	640	641	640	639	640	640	641	636	636	636	636	635	635	636	635	640	642	640	640	639	639	641	638	646	647	648	646	645	645	646	646	646	646	646	646	646	648	648	645	646	648	648	646	646	648	648	646	647	647	646	645	648	648	646	646	645	645	645	659	659	659	658	655	659	659	655	655	656	655	660	658	659	658	658	656	655	656	658	656	657	657	656	660	660	655	655	656	655	655	658	670	671	670	670	671	671	671	672	670	672	671	671	670	670	671	671	671	672	671	643	644	643	644	643	643	644	644	643	643	644	644	643	643	648	645
GCA_0101710251	7	873	7	4	3	5	7	4	3	4	5	6	3	4	5	6	4	7	4	4	5	5	3	4	6	6	4	5	4	4	4	5	6	4	0	4	1	7	4	8	7	4	6	10	4	4	2	4	4	4	7	3	4	637	624	624	616	634	634	639	624	624	624	624	624	624	624	624	625	624	634	633	633	634	633	633	633	611	634	634	633	634	634	639	641	639	639	641	639	639	640	639	639	636	633	635	620	622	620	625	623	622	638	634	634	634	634	639	640	636	637	638	625	625	634	634	635	635	634	634	635	634	634	634	635	634	638	639	639	638	638	639	638	639	638	638	639	639	638	637	638	639	638	637	638	638	639	634	634	634	634	633	633	634	633	638	640	638	638	637	637	639	636	644	645	646	644	643	643	644	644	644	644	644	644	644	646	646	643	644	646	646	644	644	646	646	644	645	645	644	643	646	646	644	644	643	643	643	657	657	657	656	653	657	657	653	653	654	653	658	656	657	656	656	654	653	654	656	654	655	655	654	658	658	653	653	654	653	653	656	668	669	668	668	669	669	669	670	668	670	669	669	668	668	669	669	669	670	669	641	642	641	642	641	641	642	642	641	641	642	642	641	641	646	643
GCA_0101710951	7	873	7	2	1	5	7	2	1	4	5	4	3	4	5	6	4	7	4	4	5	3	3	4	6	6	4	5	4	4	4	3	6	4	4	0	3	7	4	6	7	4	4	10	2	2	2	4	2	4	7	1	4	639	626	626	618	636	636	641	626	626	626	626	626	626	626	626	627	626	636	635	635	636	635	635	635	613	636	636	635	636	636	641	643	641	641	643	641	641	642	641	641	638	635	637	622	624	622	627	625	624	640	636	636	636	636	641	642	638	639	640	627	627	636	636	637	637	636	636	637	636	636	636	637	636	640	641	641	640	640	641	640	641	640	640	641	641	640	639	640	641	640	639	640	640	641	636	636	636	636	635	635	636	635	640	642	640	640	639	639	641	638	646	647	648	646	645	645	646	646	646	646	646	646	646	648	648	645	646	648	648	646	646	648	648	646	647	647	646	645	648	648	646	646	645	645	645	659	659	659	658	655	659	659	655	655	656	655	660	658	659	658	658	656	655	656	658	656	657	657	656	660	660	655	655	656	655	655	658	670	671	670	670	671	671	671	672	670	672	671	671	670	670	671	671	671	672	671	643	644	643	644	643	643	644	644	643	643	644	644	643	643	648	645
GCA_0101713551	6	872	6	3	2	4	6	3	2	3	4	5	2	3	4	5	3	6	3	3	4	4	2	3	5	5	3	4	3	3	3	4	5	3	1	3	0	6	3	7	6	3	5	9	3	3	1	3	3	3	6	2	3	638	625	625	617	635	635	640	625	625	625	625	625	625	625	625	626	625	635	634	634	635	634	634	634	612	635	635	634	635	635	640	642	640	640	642	640	640	641	640	640	637	634	636	621	623	621	626	624	623	639	635	635	635	635	640	641	637	638	639	626	626	635	635	636	636	635	635	636	635	635	635	636	635	639	640	640	639	639	640	639	640	639	639	640	640	639	638	639	640	639	638	639	639	640	635	635	635	635	634	634	635	634	639	641	639	639	638	638	640	637	645	646	647	645	644	644	645	645	645	645	645	645	645	647	647	644	645	647	647	645	645	647	647	645	646	646	645	644	647	647	645	645	644	644	644	658	658	658	657	654	658	658	654	654	655	654	659	657	658	657	657	655	654	655	657	655	656	656	655	659	659	654	654	655	654	654	657	669	670	669	669	670	670	670	671	669	671	670	670	669	669	670	670	670	671	670	642	643	642	643	642	642	643	643	642	642	643	643	642	642	647	644
GCA_0101713651	6	876	2	7	6	4	4	7	6	7	4	9	6	7	2	9	7	6	7	7	2	8	6	7	1	1	7	8	7	7	7	8	9	7	7	7	6	0	7	11	10	7	9	9	7	7	5	7	7	7	2	6	7	642	629	629	621	639	639	644	629	629	629	629	629	629	629	629	630	629	639	638	638	639	638	638	638	616	639	639	638	639	639	644	646	644	644	646	644	644	645	644	644	641	638	640	625	627	625	630	628	627	643	639	639	639	639	644	645	641	642	643	630	630	639	639	640	640	639	639	640	639	639	639	640	639	643	644	644	643	643	644	643	644	643	643	644	644	643	642	643	644	643	642	643	643	644	639	639	639	639	638	638	639	638	643	645	643	643	642	642	644	641	649	650	651	649	648	648	649	649	649	649	649	649	649	651	651	648	649	651	651	649	649	651	651	649	650	650	649	648	651	651	649	649	648	648	648	662	662	662	661	658	662	662	658	658	659	658	663	661	662	661	661	659	658	659	661	659	660	660	659	663	663	658	658	659	658	658	661	673	674	673	673	674	674	674	675	673	675	674	674	673	673	674	674	674	675	674	646	647	646	647	646	646	647	647	646	646	647	647	646	646	651	648
GCA_0101714151	7	873	7	4	3	5	7	4	3	4	5	6	3	0	5	6	0	7	2	0	5	5	1	0	6	6	0	5	0	0	0	5	4	0	4	4	3	7	0	8	3	2	6	10	4	4	2	4	4	0	7	3	4	639	626	626	618	636	636	641	626	626	626	626	626	626	626	626	627	626	636	635	635	636	635	635	635	613	636	636	635	636	636	641	643	641	641	643	641	641	642	641	641	638	635	637	622	624	622	627	625	624	640	636	636	636	636	641	642	638	639	640	627	627	636	636	637	637	636	636	637	636	636	636	637	636	640	641	641	640	640	641	640	641	640	640	641	641	640	639	640	641	640	639	640	640	641	636	636	636	636	635	635	636	635	640	642	640	640	639	639	641	638	646	647	648	646	645	645	646	646	646	646	646	646	646	648	648	645	646	648	648	646	646	648	648	646	647	647	646	645	648	648	646	646	645	645	645	659	659	659	658	655	659	659	655	655	656	655	660	658	659	658	658	656	655	656	658	656	657	657	656	660	660	655	655	656	655	655	658	670	671	670	670	671	671	671	672	670	672	671	671	670	670	671	671	671	672	671	643	644	643	644	643	643	644	644	643	643	644	644	643	643	648	645
GCA_0101715251	11	877	11	6	5	9	11	6	5	8	9	8	7	8	9	10	8	11	8	8	9	7	7	8	10	10	8	9	8	8	8	7	10	8	8	6	7	11	8	0	11	8	8	14	6	6	6	8	6	8	11	5	8	643	630	630	622	640	640	645	630	630	630	630	630	630	630	630	631	630	640	639	639	640	639	639	639	617	640	640	639	640	640	645	647	645	645	647	645	645	646	645	645	642	639	641	626	628	626	631	629	628	644	640	640	640	640	645	646	642	643	644	631	631	640	640	641	641	640	640	641	640	640	640	641	640	644	645	645	644	644	645	644	645	644	644	645	645	644	643	644	645	644	643	644	644	645	640	640	640	640	639	639	640	639	644	646	644	644	643	643	645	642	650	651	652	650	649	649	650	650	650	650	650	650	650	652	652	649	650	652	652	650	650	652	652	650	651	651	650	649	652	652	650	650	649	649	649	663	663	663	662	659	663	663	659	659	660	659	664	662	663	662	662	660	659	660	662	660	661	661	660	664	664	659	659	660	659	659	662	674	675	674	674	675	675	675	676	674	676	675	675	674	674	675	675	675	676	675	647	648	647	648	647	647	648	648	647	647	648	648	647	647	652	649
GCA_0101715651	10	874	10	7	6	8	10	7	6	7	8	9	6	3	8	9	3	10	5	3	8	8	4	3	9	9	3	8	3	3	3	8	7	3	7	7	6	10	3	11	0	5	9	13	7	7	5	7	7	3	10	6	7	640	627	627	619	637	637	642	627	627	627	627	627	627	627	627	628	627	637	636	636	637	636	636	636	614	637	637	636	637	637	642	644	642	642	644	642	642	643	642	642	639	636	638	623	625	623	628	626	625	641	637	637	637	637	642	643	639	640	641	628	628	637	637	638	638	637	637	638	637	637	637	638	637	641	642	642	641	641	642	641	642	641	641	642	642	641	640	641	642	641	640	641	641	642	637	637	637	637	636	636	637	636	641	643	641	641	640	640	642	639	647	648	649	647	646	646	647	647	647	647	647	647	647	649	649	646	647	649	649	647	647	649	649	647	648	648	647	646	649	649	647	647	646	646	646	660	660	660	659	656	660	660	656	656	657	656	661	659	660	659	659	657	656	657	659	657	658	658	657	661	661	656	656	657	656	656	659	671	672	671	671	672	672	672	673	671	673	672	672	671	671	672	672	672	673	672	644	645	644	645	644	644	645	645	644	644	645	645	644	644	649	646
GCA_0101716851	7	873	7	4	3	5	7	4	3	4	5	6	3	2	5	6	2	7	2	2	5	5	1	2	6	6	2	5	2	2	2	5	4	2	4	4	3	7	2	8	5	0	6	10	4	4	2	4	4	2	7	3	4	639	626	626	618	636	636	641	626	626	626	626	626	626	626	626	627	626	636	635	635	636	635	635	635	613	636	636	635	636	636	641	643	641	641	643	641	641	642	641	641	638	635	637	622	624	622	627	625	624	640	636	636	636	636	641	642	638	639	640	627	627	636	636	637	637	636	636	637	636	636	636	637	636	640	641	641	640	640	641	640	641	640	640	641	641	640	639	640	641	640	639	640	640	641	636	636	636	636	635	635	636	635	640	642	640	640	639	639	641	638	646	647	648	646	645	645	646	646	646	646	646	646	646	648	648	645	646	648	648	646	646	648	648	646	647	647	646	645	648	648	646	646	645	645	645	659	659	659	658	655	659	659	655	655	656	655	660	658	659	658	658	656	655	656	658	656	657	657	656	660	660	655	655	656	655	655	658	670	671	670	670	671	671	671	672	670	672	671	671	670	670	671	671	671	672	671	643	644	643	644	643	643	644	644	643	643	644	644	643	643	648	645
GCA_0101718951	9	875	9	4	3	7	9	4	3	6	7	6	5	6	7	8	6	9	6	6	7	5	5	6	8	8	6	7	6	6	6	5	8	6	6	4	5	9	6	8	9	6	0	12	4	4	4	6	4	6	9	3	6	641	628	628	620	638	638	643	628	628	628	628	628	628	628	628	629	628	638	637	637	638	637	637	637	615	638	638	637	638	638	643	645	643	643	645	643	643	644	643	643	640	637	639	624	626	624	629	627	626	642	638	638	638	638	643	644	640	641	642	629	629	638	638	639	639	638	638	639	638	638	638	639	638	642	643	643	642	642	643	642	643	642	642	643	643	642	641	642	643	642	641	642	642	643	638	638	638	638	637	637	638	637	642	644	642	642	641	641	643	640	648	649	650	648	647	647	648	648	648	648	648	648	648	650	650	647	648	650	650	648	648	650	650	648	649	649	648	647	650	650	648	648	647	647	647	661	661	661	660	657	661	661	657	657	658	657	662	660	661	660	660	658	657	658	660	658	659	659	658	662	662	657	657	658	657	657	660	672	673	672	672	673	673	673	674	672	674	673	673	672	672	673	673	673	674	673	645	646	645	646	645	645	646	646	645	645	646	646	645	645	650	647
